,sentiment,content
612,1,celebrating engaged year handsome aaronmbaer
613,1,sarah mcglaclan song background please donate jpnnbak fund quot dinero cable bill quot think make
614,0,burning tongue ton soup
615,1,andyroddick work mo sunny today see band tonight
616,1,drrus brucebrownnc good morning gent ya today
617,0,tizzik yeah ill make sure keep updated get delivered
618,1,donniescupcake bet great bag can t wait
619,0,fam back big island said vog bad can t see ocean sad
620,1,donniewahlberg toronto waiting you day go
621,1,awesome girl scout day dodger stadium two awesome olympic athlete joanna hayes heather bown won
622,1,rose romance released thursday gonna get bps
623,1,home bed super duper excited tomorrow
624,0,funny said never make look far come im back heahhh um yeah school
625,1,playing acoustic set style bar today hope see
626,1,thnkn bout yesterday best day ever amp day virtu v treviso da futurshow hard game gotta win forza ragazzi
627,1,car home yay boo paying mom installment gave today need win lottery
628,0,omg taylor selena broke sooo sad aw think actually like selena now poor gal
629,0,redmummy glorious weather poor
630,1,sway sway baby zommgg love need screamo tho boy
631,1,home fam see como tomorrow
632,1,tackstorelady coming today get hat credit
633,0,candymaize ok i kinda feeling ignored anyway sunday arvo pm going lunch amp wine
634,0,lulurocks messed up hope day get better
635,1,rewebcoach far with exception rain morning great let dampen day
636,0,browsin thru video multiply saw video u sang bf miss you n miss you pls come back wherever u r
637,1,fooddesigner good luck pressure test worry everything great masterchef
638,0,friday well technically anyway but really thursday me dang work saturday morning
639,0,feel really really bad sorry
640,0,cohenster know awful never fear got load fund drunken catch post exam ja
641,1,niqhty niqht niqht toqether great day ayyojayfressh ily yall
642,1,making german apple slice nom nom nom
643,0,feelin well feel sooooo weak i hate bein sick summer
644,0,getting swing thing miss someone
645,0,nippysweety thanks much ff nippysweety one today
646,0,free ice cream though
647,1,gracepoltrack yes do or rather did finished it starting dead like me lollll
648,1,donniewahlberg quot donnie rock quot u could year old run around every sayin quot donnie rock quot
649,1,snappingturtle joninseconds requested date guest honour all
650,1,fun webcamming caroooo
651,1,selenagomez bananabrain got hit car got screwed o oepn wound broken finger broken toe both toe nail f ed
652,1,new phrase you never doubt mo williams six game win streak
653,0,sarah miss already sad face texted seriously gonna make cry
654,0,kimitwi btw report gt omg lunch today move hc tree cause heat quot day suck
655,1,songzyuuup http twitpic com gemf definitely appreciate this simple thing make day
656,0,tommcfly helllllloooooooooooo tom gig tonight sorry im sure show there miss uk hi hi hi hi hi xx
657,1,jules know i would too yes cant wait bb love it heard theyre showing hr live streaming year though
658,0,beckyhope ahh yeah get mean alevel retake exam day gig yah im pretty stressed
659,1,new golf vi tsi hp fast
660,0,theblackestsea oh crap
661,0,doctahana can t really anything that i
662,0,school gonna learn use skype
663,1,congrats dave amp anna surprise proposal enzian theater orlando http qik com video
664,1,jgurl thanks
665,0,tired bored watching movie home alone
666,1,missing mother t day happy mother s day
667,0,nesitajai ur leaving week know dont see u everyday like fact ur city
668,0,everything cool now wish boy able talk
669,0,deathstar destroys starship enterprice http bit ly agcth can t get enough video starwars startrek
670,0,god look stumpy sharing toe tonight
671,1,dougpreston well gonna mission find music
672,1,xranarawr haha told you important
673,1,nice mother s day mum liked present wondering ever see one again talking sisa
674,0,danni haha that s stupid thing still getting gt
675,0,watched bgt catch up aw felt sorry holly
676,1,goooood beer tiiiimes
677,0,hanster ahhahahaha ariyan want listen used bandwidth downloading hamish andy podcast
678,1,lennykravitz hey lenny waiting bulgaria soon concert last year wa omg
679,0,girl across hall say cat got landlord showing apt heartbreaking
680,1,greatttttt day taking liz home now lt
681,1,wedding perfect
682,1,cldoug jana laughed told anniversary tweet
683,0,hmmm using tinytwitter small non touch screen really much fun
684,0,djflykid ooooh boo see bar at titusofalltime s well miss other make pt stopping by
685,0,guinea pig died today
686,1,meeting karen boy drink dock wanna drink though fuck like andrea said haha
687,0,want bad go mcfly s concert
688,0,im ho didnt go tigerheat tonite
689,0,busy ugh largest headache
690,0,meowmeowhotmix chick wont shut stop chirping sit bloody thing
691,1,lolbethie sound great right now ridiculously hot house
692,1,rice crispies morning brings back good memory
693,1,bevjack babe sooo much fun thank much making happen fun lady too time went fast
694,0,sleeping street nyc celebrity nothing new wish huge blanket though
695,1,watched another episode jonas better hannah montana much true
696,0,im still devastated manchester united losing ucl final
697,0,dinosuit idk stupid th grader
698,1,great day mom si really make ya appreciate day
699,0,went really well vid didnt work im sad
700,0,eating funnel cake mag fest
701,0,ankita gaba take shadez away day shadez twpp
702,0,going go tonight look like heading main street
703,1,nightshade wooops meant agree boomstone trying reply both lol happy mother day well tty soon
704,1,social fun swam water boxer
705,0,feeling great today
706,0,kdpartak ordered new blackberry arrive tues may die without phone withdraws already
707,0,need somewhere go it still lush want back
708,0,asiarain expensive worker welfare shit
709,0,misskellyo wish could eat
710,0,feelin really awful mono sux much omg listening music
711,0,kind lonely nobody answer phone
712,0,teeribbzz noo u dont even know upset right now
713,0,lucky jade nacklace matching earring ain t lucky lost earring chain broke pendant
714,1,pm saturday know mean bedtime
715,1,haha overheard u yrold mom quot mom think learn read today quot
716,0,im sick sad cold
717,1,dickiea chrisjlovell true chrisjlovell u downloaded tweetdeck yet literally amazing xxx
718,0,ahh sore throat tired want go back bed work
719,0,missed call
720,0,go boo s pad
721,1,rest earlier good health so say good nite all
722,1,recovering mexican fiesta bit much good time
723,1,first compree completed exam hr instead alloted
724,1,celikins yup u too spending time mom si aunt great mother day
725,0,made dentist appointment th june feel sick nervous already however ibprofen paracetemol codeine friend sigh
726,0,ankurb kidding go around quoting
727,0,problem photo twitter amf can t see face
728,1,mrssunshine big now vanessa going september going fast hard cuz im workin much miss alot
729,0,school over gonna miss bunch people
730,0,headache right suck
731,0,covering grnturtle slow today amp lonely
732,1,actionchick yay love new ppl wooooo
733,1,russellmoyer olawd go see it priceless soooo funny
734,1,tarraxo sure btw yay wicked ticket that s awesome going
735,1,good day you another lindy day today level a b free tester olympiou diamanti th floor thessaloniki
736,1,aphrosie would still involve standing up lol window high up guess im gonna go
737,0,tummy ache probably helped eating that many tic tacs
738,1,grantimahara man month get see drunk tweet
739,0,sound great http is gd jslb palmpre
740,1,bedimples lmao dimple naww thats cute ok ill try remember first winter dimple day
741,0,happy bunny
742,1,raining
743,1,osocash hi thx following teach chinese lesson youtube pls feel free look www youtube com chineselearn
744,0,binstruct suffers update mib package developer package holiday
745,1,bandit zero cool thats good
746,1,rayrayyyyy quot now never quot make cry everytime lol
747,1,ckjchambers agree g b reef got vote queensland
748,0,tommcfly hey tom happy enjoying brazil sad cuz goin see show
749,1,looking forward orange juice fried egg cinnamon roll tomorrow morning
750,0,leg hurting standing day
751,1,lea ada franco working again woo hoo ala unable obtain elita daughter
752,0,ducked off back ga tomorrow
753,1,pureelite thanks someone sent another text morning saying happy birthday number told last night lol
754,0,good morning http blip fm jnl
755,1,happy starwarsday
756,1,finished ysc runthrough service gonna awesome http tweet sg
757,1,posting late got back seeing star trek awesome
758,0,emzok miss u m need tae catch n
759,0,yelainez oist st tym di pa ko nd tym may sakit na siya blame
760,0,michael scofiled noooooo hate writer director n production
761,1,happy friday not happy rain
762,1,thanks mom love too
763,0,abeen good question nepal pm declaring resign actually resigning two different thing
764,0,nice day today stuck indoors revising week over
765,0,thank u guy much helping follower thing im probably gonna win cause dont follower yet
766,1,wow sunny day recovering erased file
767,1,welcome everyone playerstation it live twitter www playerstation it
768,1,silly http twitpic com jkb
769,1,someone bring milk cooky
770,0,home alone yet again mam dad rather go club stay take out yes think prof loved
771,0,itsfrankybitch dont make sad agree tho need sa s magical lyric
772,1,went party last night dindin showed matching outfit great mind think alike anyway happy birthday ate lara
